ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-05-08,1819.2909517605635,1560.023751663623,2038.0076681678192,1819.2909517605635,1819.2909517605635,-12.929909449596712,-12.929909449596712,-12.929909449596712,9.230510156469728,9.230510156469728,9.230510156469728,-22.16041960606644,-22.16041960606644,-22.16041960606644,0.0,0.0,0.0,1806.361042310967
2018-05-09,1819.5018304225355,1562.8102912668874,2031.8348377379248,1819.5018304225355,1819.5018304225355,-18.491102924222755,-18.491102924222755,-18.491102924222755,5.336687123629218,5.336687123629218,5.336687123629218,-23.827790047851973,-23.827790047851973,-23.827790047851973,0.0,0.0,0.0,1801.0107274983127
2018-05-10,1819.7127090845072,1570.6522965617457,2030.5525865419927,1819.7127090845072,1819.7127090845072,-9.76418019982109,-9.76418019982109,-9.76418019982109,15.917138000081765,15.917138000081765,15.917138000081765,-25.681318199902854,-25.681318199902854,-25.681318199902854,0.0,0.0,0.0,1809.948528884686
2018-05-11,1819.9235877464791,1573.851329933543,2031.771644305639,1819.9235877464791,1819.9235877464791,-22.593290286283775,-22.593290286283775,-22.593290286283775,5.120206233342999,5.120206233342999,5.120206233342999,-27.713496519626773,-27.713496519626773,-27.713496519626773,0.0,0.0,0.0,1797.3302974601954
2018-05-14,1820.5562237323945,1561.559095590441,2018.844711316509,1820.5562237323945,1820.5562237323945,-21.87903424713891,-21.87903424713891,-21.87903424713891,12.922290980592294,12.922290980592294,12.922290980592294,-34.801325227731205,-34.801325227731205,-34.801325227731205,0.0,0.0,0.0,1798.6771894852557
2018-05-15,1820.7671023943665,1573.7346340949603,2019.922879428674,1820.7671023943665,1820.7671023943665,-28.23107266196161,-28.23107266196161,-28.23107266196161,9.23051015671858,9.23051015671858,9.23051015671858,-37.461582818680185,-37.461582818680185,-37.461582818680185,0.0,0.0,0.0,1792.5360297324048
2018-05-16,1820.9779810563382,1569.557091732159,2013.6994700830314,1820.9779810563382,1820.9779810563382,-34.912563555924905,-34.912563555924905,-34.912563555924905,5.33668712355881,5.33668712355881,5.33668712355881,-40.249250679483715,-40.249250679483715,-40.249250679483715,0.0,0.0,0.0,1786.0654175004133
2018-05-17,1821.1888597183101,1564.2916497774536,2000.1231956505899,1821.1888597183101,1821.1888597183101,-27.23017324584925,-27.23017324584925,-27.23017324584925,15.91713799988669,15.91713799988669,15.91713799988669,-43.14731124573594,-43.14731124573594,-43.14731124573594,0.0,0.0,0.0,1793.9586864724608
2018-05-18,1821.3997383802819,1539.8193805047035,2001.3424928280865,1821.3997383802819,1821.3997383802819,-41.01511038932784,-41.01511038932784,-41.01511038932784,5.120206233312371,5.120206233312371,5.120206233312371,-46.13531662264021,-46.13531662264021,-46.13531662264021,0.0,0.0,0.0,1780.384627990954
2018-05-21,1822.6043848943664,1550.0853643085227,2012.9307904912475,1822.6043848943664,1822.6043848943664,-42.45456124199565,-42.45456124199565,-42.45456124199565,12.92229098060284,12.92229098060284,12.92229098060284,-55.37685222259848,-55.37685222259848,-55.37685222259848,0.0,0.0,0.0,1780.1498236523707
2018-05-22,1823.0059337323944,1525.619663408307,2005.2763474829758,1823.0059337323944,1823.0059337323944,-49.21190020582959,-49.21190020582959,-49.21190020582959,9.230510156559035,9.230510156559035,9.230510156559035,-58.44241036238863,-58.44241036238863,-58.44241036238863,0.0,0.0,0.0,1773.7940335265648
2018-05-23,1823.4074825704229,1517.9694890264898,1997.8181169020493,1823.4074825704229,1823.4074825704229,-56.10029143599936,-56.10029143599936,-56.10029143599936,5.336687123767111,5.336687123767111,5.336687123767111,-61.43697855976647,-61.43697855976647,-61.43697855976647,0.0,0.0,0.0,1767.3071911344234
2018-05-24,1823.809031408451,1544.790169378565,1992.8148821187074,1823.809031408451,1823.809031408451,-48.4000259723995,-48.4000259723995,-48.4000259723995,15.917138000162517,15.917138000162517,15.917138000162517,-64.31716397256201,-64.31716397256201,-64.31716397256201,0.0,0.0,0.0,1775.4090054360513
2018-05-25,1824.2105802464791,1529.0643498375723,1983.0883595170844,1824.2105802464791,1824.2105802464791,-61.91652095181777,-61.91652095181777,-61.91652095181777,5.120206233281751,5.120206233281751,5.120206233281751,-67.03672718509952,-67.03672718509952,-67.03672718509952,0.0,0.0,0.0,1762.2940592946613
2018-05-28,1825.4152267605634,1517.8448541435912,2019.1624006688314,1825.4152267605634,1825.4152267605634,-60.81939153775965,-60.81939153775965,-60.81939153775965,12.922290980387261,12.922290980387261,12.922290980387261,-73.74168251814692,-73.74168251814692,-73.74168251814692,0.0,0.0,0.0,1764.5958352228038
2018-05-29,1825.816775598592,1512.7883096118658,2019.576385821474,1825.816775598592,1825.816775598592,-66.09516917751067,-66.09516917751067,-66.09516917751067,9.230510156607341,9.230510156607341,9.230510156607341,-75.325679334118,-75.325679334118,-75.325679334118,0.0,0.0,0.0,1759.7216064210813
2018-05-30,1826.21832443662,1528.9320483408753,1992.4106634833004,1826.21832443662,1826.21832443662,-71.16623398123231,-71.16623398123231,-71.16623398123231,5.3366871239240306,5.3366871239240306,5.3366871239240306,-76.50292110515635,-76.50292110515635,-76.50292110515635,0.0,0.0,0.0,1755.0520904553875
2018-05-31,1826.619873274648,1545.6534114630842,2016.7019979657675,1826.619873274648,1826.619873274648,-61.31092956372621,-61.31092956372621,-61.31092956372621,15.917138000020188,15.917138000020188,15.917138000020188,-77.22806756374641,-77.22806756374641,-77.22806756374641,0.0,0.0,0.0,1765.3089437109218
2018-06-01,1827.0214221126762,1517.4630964254293,1990.6501898124036,1827.0214221126762,1827.0214221126762,-72.33938852692322,-72.33938852692322,-72.33938852692322,5.1202062332511264,5.1202062332511264,5.1202062332511264,-77.45959476017435,-77.45959476017435,-77.45959476017435,0.0,0.0,0.0,1754.682033585753
2018-06-04,1828.2260686267607,1530.9963645683006,2002.0056889632444,1828.2260686267607,1828.2260686267607,-61.9343426194351,-61.9343426194351,-61.9343426194351,12.922290980397802,12.922290980397802,12.922290980397802,-74.8566335998329,-74.8566335998329,-74.8566335998329,0.0,0.0,0.0,1766.2917260073257
2018-06-05,1828.627617464789,1526.122707200936,2003.9663503140298,1828.627617464789,1828.627617464789,-63.58052806059196,-63.58052806059196,-63.58052806059196,9.230510156655644,9.230510156655644,9.230510156655644,-72.8110382172476,-72.8110382172476,-72.8110382172476,0.0,0.0,0.0,1765.047089404197
2018-06-06,1829.029166302817,1530.7222428476364,2003.08547080828,1829.029166302817,1829.029166302817,-64.81984694782477,-64.81984694782477,-64.81984694782477,5.3366871236262945,5.3366871236262945,5.3366871236262945,-70.15653407145108,-70.15653407145108,-70.15653407145108,0.0,0.0,0.0,1764.2093193549922
2018-06-07,1829.4307151408452,1527.5993799645707,2018.051646941297,1829.4307151408452,1829.4307151408452,-50.97700751897336,-50.97700751897336,-50.97700751897336,15.917138000190523,15.917138000190523,15.917138000190523,-66.89414551916389,-66.89414551916389,-66.89414551916389,0.0,0.0,0.0,1778.453707621872
2018-06-08,1829.8322639788732,1533.7440594681404,2011.3516416664186,1829.8322639788732,1829.8322639788732,-57.9139226933007,-57.9139226933007,-57.9139226933007,5.120206233360585,5.120206233360585,5.120206233360585,-63.03412892666128,-63.03412892666128,-63.03412892666128,0.0,0.0,0.0,1771.9183412855725
2018-06-13,1831.8400081690143,1579.665591130293,2054.3072911136833,1831.8400081690143,1831.8400081690143,-30.442594476465253,-30.442594476465253,-30.442594476465253,5.336687123834595,5.336687123834595,5.336687123834595,-35.779281600299846,-35.779281600299846,-35.779281600299846,0.0,0.0,0.0,1801.397413692549
2018-06-14,1832.2415570070423,1591.191862447341,2055.0044584661096,1832.2415570070423,1832.2415570070423,-13.14501185252852,-13.14501185252852,-13.14501185252852,15.917138000048194,15.917138000048194,15.917138000048194,-29.06214985257671,-29.06214985257671,-29.06214985257671,0.0,0.0,0.0,1819.0965451545137
2018-06-15,1832.6431058450705,1595.6385246879447,2051.586460720361,1832.6431058450705,1832.6431058450705,-16.946933853701843,-16.946933853701843,-16.946933853701843,5.120206233329967,5.120206233329967,5.120206233329967,-22.06714008703181,-22.06714008703181,-22.06714008703181,0.0,0.0,0.0,1815.6961719913686
2018-06-18,1833.847752359155,1612.8226362943522,2083.27903664143,1833.847752359155,1833.847752359155,12.74806135414875,12.74806135414875,12.74806135414875,12.922290980305826,12.922290980305826,12.922290980305826,-0.174229626157077,-0.174229626157077,-0.174229626157077,0.0,0.0,0.0,1846.5958137133039
2018-06-19,1834.2493011971833,1619.1521145577767,2085.3039617863187,1834.2493011971833,1834.2493011971833,16.388064408081522,16.388064408081522,16.388064408081522,9.230510156544401,9.230510156544401,9.230510156544401,7.157554251537119,7.157554251537119,7.157554251537119,0.0,0.0,0.0,1850.637365605265
2018-06-21,1835.0523988732393,1641.6267552239665,2092.2758319598693,1835.0523988732393,1835.0523988732393,37.296486679638335,37.296486679638335,37.296486679638335,15.917138000114944,15.917138000114944,15.917138000114944,21.3793486795234,21.3793486795234,21.3793486795234,0.0,0.0,0.0,1872.3488855528776
2018-06-22,1835.4539477112678,1658.4312178831328,2117.8028799000563,1835.4539477112678,1835.4539477112678,33.229646118918744,33.229646118918744,33.229646118918744,5.120206233448761,5.120206233448761,5.120206233448761,28.10943988546998,28.10943988546998,28.10943988546998,0.0,0.0,0.0,1868.6835938301865
2018-06-26,1837.0601430633803,1678.4151228231738,2133.730986957801,1837.0601430633803,1837.0601430633803,60.04789058787711,60.04789058787711,60.04789058787711,9.230510156592704,9.230510156592704,9.230510156592704,50.8173804312844,50.8173804312844,50.8173804312844,0.0,0.0,0.0,1897.1080336512575
2018-06-27,1837.4616919014088,1668.9219048477605,2121.7400594107894,1837.4616919014088,1837.4616919014088,60.48079348159078,60.48079348159078,60.48079348159078,5.336687123693783,5.336687123693783,5.336687123693783,55.144106357896995,55.144106357896995,55.144106357896995,0.0,0.0,0.0,1897.9424853829996
2018-07-13,1843.8864733098592,1640.2941293205718,2129.996872885533,1843.8864733098592,1843.8864733098592,45.12042602291849,45.12042602291849,45.12042602291849,5.120206233347553,5.120206233347553,5.120206233347553,40.000219789570934,40.000219789570934,40.000219789570934,0.0,0.0,0.0,1889.0068993327777
2018-08-10,1855.129840774648,1660.2606580091888,2146.443114693338,1855.129840774648,1855.129840774648,51.971281872829316,51.971281872829316,51.971281872829316,5.120206233514567,5.120206233514567,5.120206233514567,46.85107563931476,46.85107563931476,46.85107563931476,0.0,0.0,0.0,1907.1011226474775
2018-08-14,1856.7360361267606,1705.0540522944787,2168.587110880144,1856.7360361267606,1856.7360361267606,79.87267590609854,79.87267590609854,79.87267590609854,9.230510156708386,9.230510156708386,9.230510156708386,70.64216574939016,70.64216574939016,70.64216574939016,0.0,0.0,0.0,1936.608712032859
2018-08-23,1860.3499756690142,1736.8651851576733,2206.1226100254744,1860.3499756690142,1860.3499756690142,119.29443325956836,119.29443325956836,119.29443325956836,15.91713800013929,15.91713800013929,15.91713800013929,103.37729525942908,103.37729525942908,103.37729525942908,0.0,0.0,0.0,1979.6444089285826
2018-09-03,1864.767012887324,1719.3036104963821,2191.432453342955,1864.767012887324,1864.767012887324,90.81996991207349,90.81996991207349,90.81996991207349,12.922290980371704,12.922290980371704,12.922290980371704,77.89767893170178,77.89767893170178,77.89767893170178,0.0,0.0,0.0,1955.5869827993974
2018-09-04,1865.1685617253522,1725.7684671152765,2184.388429418191,1865.1685617253522,1865.1685617253522,82.71263773935343,82.71263773935343,82.71263773935343,9.230510156845998,9.230510156845998,9.230510156845998,73.48212758250745,73.48212758250745,73.48212758250745,0.0,0.0,0.0,1947.8811994647056
2018-09-05,1865.5701105633805,1721.1543461318402,2187.1329402253036,1865.5701105633805,1865.5701105633805,74.4325475526129,74.4325475526129,74.4325475526129,5.336687123649883,5.336687123649883,5.336687123649883,69.09586042896301,69.09586042896301,69.09586042896301,0.0,0.0,0.0,1940.0026581159934
2018-09-07,1866.3732082394367,1701.1244220824126,2160.883388268485,1866.3732082394367,1866.3732082394367,65.93579183138587,65.93579183138587,65.93579183138587,5.12020623336406,5.12020623336406,5.12020623336406,60.81558559802181,60.81558559802181,60.81558559802181,0.0,0.0,0.0,1932.3090000708225
2018-09-10,1867.5778547535213,1700.775436054821,2168.6054359393834,1867.5778547535213,1867.5778547535213,63.96843237990718,63.96843237990718,63.96843237990718,12.922290980516298,12.922290980516298,12.922290980516298,51.046141399390876,51.046141399390876,51.046141399390876,0.0,0.0,0.0,1931.5462871334285
2018-09-11,1867.9794035915495,1697.610842232105,2157.628986761186,1867.9794035915495,1867.9794035915495,58.0560589789717,58.0560589789717,58.0560589789717,9.230510156693754,9.230510156693754,9.230510156693754,48.82554882227795,48.82554882227795,48.82554882227795,0.0,0.0,0.0,1926.0354625705213
2018-09-12,1868.3809524295777,1686.0684303982391,2157.3198686890278,1868.3809524295777,1868.3809524295777,52.56654906768727,52.56654906768727,52.56654906768727,5.336687123579478,5.336687123579478,5.336687123579478,47.22986194410779,47.22986194410779,47.22986194410779,0.0,0.0,0.0,1920.947501497265
2018-09-14,1869.184050105634,1679.1349072017765,2151.4238236446863,1869.184050105634,1869.184050105634,51.196347426852135,51.196347426852135,51.196347426852135,5.120206233333437,5.120206233333437,5.120206233333437,46.07614119351871,46.07614119351871,46.07614119351871,0.0,0.0,0.0,1920.380397532486
2018-09-17,1870.3886966197185,1688.9364484100336,2162.3978701327605,1870.3886966197185,1870.3886966197185,62.55950463408322,62.55950463408322,62.55950463408322,12.922290980392784,12.922290980392784,12.922290980392784,49.63721365369043,49.63721365369043,49.63721365369043,0.0,0.0,0.0,1932.9482012538017
2018-09-18,1870.7902454577468,1705.654347920442,2152.482824162892,1870.7902454577468,1870.7902454577468,61.40192647282581,61.40192647282581,61.40192647282581,9.230510156534203,9.230510156534203,9.230510156534203,52.171416316291605,52.171416316291605,52.171416316291605,0.0,0.0,0.0,1932.1921719305726
2018-09-19,1871.1917942957748,1693.6922701584283,2167.6561504168267,1871.1917942957748,1871.1917942957748,60.64067164096137,60.64067164096137,60.64067164096137,5.336687123787777,5.336687123787777,5.336687123787777,55.303984517173596,55.303984517173596,55.303984517173596,0.0,0.0,0.0,1931.832465936736
2018-09-20,1871.5933431338028,1710.2626988082188,2172.0710214436053,1871.5933431338028,1871.5933431338028,74.88334767392153,74.88334767392153,74.88334767392153,15.917138000091715,15.917138000091715,15.917138000091715,58.96620967382981,58.96620967382981,58.96620967382981,0.0,0.0,0.0,1946.4766908077243
2018-09-21,1871.994891971831,1692.838479943325,2167.2568282077327,1871.994891971831,1871.994891971831,68.19551704145161,68.19551704145161,68.19551704145161,5.120206233452233,5.120206233452233,5.120206233452233,63.07531080799937,63.07531080799937,63.07531080799937,0.0,0.0,0.0,1940.1904090132828
2018-09-24,1873.1995384859156,1740.2750068212251,2222.0089434339498,1873.1995384859156,1873.1995384859156,90.0045126982532,90.0045126982532,90.0045126982532,12.922290980424323,12.922290980424323,12.922290980424323,77.08222171782886,77.08222171782886,77.08222171782886,0.0,0.0,0.0,1963.2040511841687
2018-09-25,1873.6010870337454,1726.3614021503963,2187.026314526723,1873.6010870337454,1873.6010870337454,91.16502524207039,91.16502524207039,91.16502524207039,9.23051015658251,9.23051015658251,9.23051015658251,81.93451508548787,81.93451508548787,81.93451508548787,0.0,0.0,0.0,1964.7661122758159
2018-09-26,1874.002635581575,1714.2214396044985,2204.421483748418,1874.002635581575,1874.002635581575,92.01434820768128,92.01434820768128,92.01434820768128,5.336687123490041,5.336687123490041,5.336687123490041,86.67766108419124,86.67766108419124,86.67766108419124,0.0,0.0,0.0,1966.0169837892563
2018-09-27,1874.4041841294045,1751.0359247916992,2211.0133625665208,1874.4041841294045,1874.4041841294045,107.10656019190941,107.10656019190941,107.10656019190941,15.917138000158467,15.917138000158467,15.917138000158467,91.18942219175092,91.18942219175092,91.18942219175092,0.0,0.0,0.0,1981.510744321314
2018-09-28,1874.8057326772341,1732.5433291531701,2212.829300951453,1874.8057326772341,1874.8057326772341,100.47062163615256,100.47062163615256,100.47062163615256,5.120206233272191,5.120206233272191,5.120206233272191,95.35041540288037,95.35041540288037,95.35041540288037,0.0,0.0,0.0,1975.2763543133867
2018-09-29,1875.207281225064,1758.3369341922607,2249.870734665285,1875.207281225064,1875.207281225064,126.24989184879661,126.24989184879661,126.24989184879661,27.202897216564814,27.202897216564814,27.202897216564814,99.0469946322318,99.0469946322318,99.0469946322318,0.0,0.0,0.0,2001.4571730738605
2018-10-01,1876.0103783207232,1760.7828424860907,2218.5628692243067,1876.0103783207232,1876.0103783207232,117.55993693648047,117.55993693648047,117.55993693648047,12.922290980434862,12.922290980434862,12.922290980434862,104.63764595604562,104.63764595604562,104.63764595604562,0.0,0.0,0.0,1993.5703152572037
2018-10-02,1876.4119268685527,1755.9416774630124,2217.171178818803,1876.4119268685527,1876.4119268685527,115.58796233376435,115.58796233376435,115.58796233376435,9.230510156430261,9.230510156430261,9.230510156430261,106.3574521773341,106.3574521773341,106.3574521773341,0.0,0.0,0.0,1991.999889202317
2018-10-03,1876.8134754163823,1761.363592199698,2207.408759549454,1876.8134754163823,1876.8134754163823,112.60555318503957,112.60555318503957,112.60555318503957,5.336687123646962,5.336687123646962,5.336687123646962,107.26886606139261,107.26886606139261,107.26886606139261,0.0,0.0,0.0,1989.4190286014218
